Student ID,Q1TC1,Q1TC2,Q1TC3,Q1TC4,Q1TC5,Q1TC6,Q1TC7,Q1TC8,Q1TC9,Q2TC1,Q2TC2,Q2TC3,Q2TC4,Q2TC5,Q2TC6,Total Score
#sikdart,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,Does not Compile,2.0,2.0,21.0
